case_id,input,issue_category,system,meter_type,meter_model,error_code,support_level,missing_information,resolution,resolution_source
28318,"Title: Amer Group - Energy360 Deployment
Tags: Amer group; CI; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28317,"Title: V6 - Deployment
Tags: CI; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28316,"Title: Mountain View - Billing deployement
Tags: CI; Mountain View; Smart; Software",Software,Billing,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28315,"Title: Travco- Meter reading issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28314,"Title: Travco readings sync issue
Tags: CI; Smart; Software; Travco",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28313,"Title: Meter Verse Migration Test Phase - Elsewedy Utilities
Tags: Meterverse; PI; Software; Utilities",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28312,"Title: Meter Verse Migration Test Phase - Elsewedy Utilities
Tags: Meterverse; PI; Software; Utilities",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28311,"Title: Meter Verse Migration Test Phase - Elsewedy Utilities
Tags: Meterverse; PI; Software; Utilities",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28310,"Title: Edelma- Troubleshoot Friendly Time Problem
Tags: CI; Edelma; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28309,"Title: Elgouna- Meter communication problem
Tags: Elgouna; PI; Smart; Software",Software|Communication,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28308,"Title: Edelma- Troubleshoot Friendly Time Problem
Tags: CI; Edelma; Software; vending
History: site visit might be needed",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,site visit might be needed,history
28307,"Title: New Cairo - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28306,"Title: ElSadat - Utility water meter maintenance
Tags: Hardware; NUCA; PI; PWM; Utility; W",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28305,"Title: Sun Capital - Electrical And Water Meters Communication troubleshooting
Tags: CI; Hardware; SEM; Suncapital; W",Hardware|Communication,Electric,Water|Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28304,"Title: Sun Capital - Electrical And Water Meters Communication troubleshooting
Tags: CI; Hardware; SEM; Suncapital; W",Hardware|Communication,Electric,Water|Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28303,"Title: Elsewedy E&C- Activate MPMS3000 Smart
Tags: CI; Elsewedy E&C; MPMS3000; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28302,"Title: SC Zone - Activate MPMS3000 Smart
Tags: CI; MPMS3000; SC zone; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28301,"Title: MEDC- Follow up on meter in maintenance
Tags: Hardware; MEDC; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28299,"Title: 10th of Ramadan - Utility electrical meter maintenance
Tags: CDC; CI; Hardware; SEM; SLA; Utility",Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28298,"Title: Eko Mena - Get device ID
Tags: CI; Eko Mena; Meterverse; Software",Software,MeterVerse,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28297,"Title: Edelma - Friendly Time Investigation
Tags: CI; Edelma; Hardware; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28296,"Title: Narges Gas Station - PF Update
Tags: Narges; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28295,"Title: Light Power - Inquiry about electricity meter hierarchy
Tags: CI; Hardware; Lightpower; PEM",Software|Hardware,Electric,Electric,Unknown,Unknown,Unknown,Exact meter model | Exact error code or error message,Not available from verified source data.,none
28294,"Title: Emdad - Delete settlement
Tags: aqua; CI; Emdad; Software",Software,Aqua,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28293,"Title: Epower - Cloud9 mall - CT Meter Installation Site Vist
Tags: CI; Epower; Hardware; O/S; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28292,"Title: Epower - Cloud9 mall - CT Meter Installation Site Vist
Tags: CI; Epower; Hardware; O/S; PEM; PI",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28291,"Title: Epower - eCharge Settlement Issue
Tags: Epower; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28290,"Title: Light Power - Valve closed while meter had credit no alarms
Tags: CI; Hardware; Lightpower; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28289,"Title: Hurghada Hub: Editing SMS tariff
Tags: CI; Hurghada Hub; SMS; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28286,"Title: Light Power - Steps to reset 3 phase meter
Tags: CI; Hardware; Lightpower; PEM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28285,"Title: Mountain view - Remove power factor settlement
Tags: Mountain View; PI; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28284,"Title: South delta - Delete charge
Tags: CI; SDDC; Software; vending",Software,Vending,Unknown,Unknown,Unknown,Unknown,Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28283,"Title: Light Power - Water meter with low supply
Tags: CI; Hardware; Lightpower; PWM",Hardware,Unknown,Water,Unknown,Unknown,Unknown,System or software involved | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28282,"Title: New Giza: Edit Customer Name
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28281,"Title: Emdad - Meter valve closed due to tamper
Tags: CI; Emdad; Hardware; PWM",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28272,"Title: New Giza: Edit Customer Name
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28206,"Title: New Giza: Reports issue
Tags: CI; New giza; Smart; Software",Software,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
28203,"Title: Private Sector Meters Maintenance Follow-up
Tags: Hardware; PEM; PI; Private; W",Hardware,Unknown,Unknown,Unknown,Unknown,Unknown,System or software involved | Meter type: Electric or Water | Exact meter model | Exact error code or error message,Not available from verified source data.,none
